,inputs,targets
0,0.0,100.99758144490248
1,0.001001001001001001,98.20715730794593
2,0.002002002002002002,109.62121996565821
3,0.003003003003003003,113.89870362992077
4,0.004004004004004004,113.84848346347263
5,0.005005005005005005,109.06052780790533
6,0.006006006006006006,95.97162466602472
7,0.007007007007007007,113.2315480824421
8,0.008008008008008008,105.27698458605676
9,0.009009009009009009,99.99566650544604
10,0.01001001001001001,108.63105476250595
11,0.011011011011011011,99.9233508040368
12,0.012012012012012012,115.52549968517725
13,0.013013013013013013,97.21628587809201
14,0.014014014014014014,104.7941080849585
15,0.015015015015015015,93.28441310195964
16,0.016016016016016016,99.68457033226592
17,0.017017017017017015,109.09122613206377
18,0.018018018018018018,99.98635535392643
19,0.01901901901901902,103.06553833009612
20,0.02002002002002002,114.57935183547504
21,0.02102102102102102,101.28307310530707
22,0.022022022022022022,109.97745807876835
23,0.023023023023023025,116.09309574221079
24,0.024024024024024024,104.90247961565856
25,0.025025025025025023,96.80403526656087
26,0.026026026026026026,102.64513905771557
27,0.02702702702702703,127.96980601466424
28,0.028028028028028028,109.71469307055452
29,0.029029029029029027,97.33041519654549
30,0.03003003003003003,109.91384968531008
31,0.031031031031031032,118.75110132490867
32,0.03203203203203203,116.05781642053337
33,0.03303303303303303,110.74723160798993
34,0.03403403403403403,121.16701033135115
35,0.035035035035035036,114.11997627009548
36,0.036036036036036036,102.93003107509195
37,0.037037037037037035,111.04814820952242
38,0.03803803803803804,111.29260587154724
39,0.03903903903903904,127.51388484941211
40,0.04004004004004004,117.36747309609756
41,0.04104104104104104,106.58212990222171
42,0.04204204204204204,131.7602361801011
43,0.043043043043043044,123.70396174933859
44,0.044044044044044044,119.65194505344147
45,0.04504504504504504,122.22414926874718
46,0.04604604604604605,128.14752767272836
47,0.04704704704704705,116.84397662187742
48,0.04804804804804805,130.32271796943462
49,0.04904904904904905,116.91440902564558
50,0.050050050050050046,118.04342699575616
51,0.05105105105105105,138.73981663587645
52,0.05205205205205205,119.69607762479586
53,0.05305305305305305,116.13719862245014
54,0.05405405405405406,118.26412338251835
55,0.055055055055055056,131.68309892139794
56,0.056056056056056056,118.31994901400097
57,0.057057057057057055,108.97099220157936
58,0.058058058058058054,116.64182744324864
59,0.05905905905905906,120.51260747913591
60,0.06006006006006006,133.82939254569865
61,0.06106106106106106,130.06346841221267
62,0.062062062062062065,128.940588257343
63,0.06306306306306306,122.02119887243995
64,0.06406406406406406,125.29002698095036
65,0.06506506506506507,107.60056228533651
66,0.06606606606606606,102.60459838755867
67,0.06706706706706707,126.14598931423002
68,0.06806806806806806,121.33849122495131
69,0.06906906906906907,125.52359193882393
70,0.07007007007007007,136.53050618049065
